Market,Sentiment,Concept,Verbatim
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like the magnesium for muscle and scents
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I love soaks
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Everything
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Magnesium
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,All of it
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Specialist blind of amber geranium and vanilla
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like that magnesium is an active ingredients and I like the idea of priming my body for a restful night's sleep.
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Love  everthing about this product
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like the idea and the design.
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,New never heard of anything like this
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,"It is easy to use the product, the instructions are very clear"
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Fere good
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Everything good
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,the price point is great- i love anything in the bath for relaxing purposes
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Soothing
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I can use it while bathing
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,i like it is a good way to make me calm and relax.
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,like it show how it be used and feel after
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The idea of the product
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The results and the smell
US,Range,Girls Night Out Concept Range Likes And Dislikes,I love all the ideas aourlt it
US,Range,Girls Night Out Concept Range Likes And Dislikes,I love the whole idea
US,Range,Girls Night Out Concept Range Likes And Dislikes,It’s not that good
US,Range,Girls Night Out Concept Range Likes And Dislikes,It appears to be premium and provides reliable skin care
US,Range,Girls Night Out Concept Range Likes And Dislikes,I love all the product ideas
US,Range,Girls Night Out Concept Range Likes And Dislikes,Looks and seems amazing
US,Range,Girls Night Out Concept Range Likes And Dislikes,Not much. Not for me. More for my ten year old & her friends
US,Range,Girls Night Out Concept Range Likes And Dislikes,Good ideas
US,Range,Girls Night Out Concept Range Likes And Dislikes,I think its a great idea and I'd be interested in it if I went out to clubs.
US,Range,Girls Night Out Concept Range Likes And Dislikes,Good brand
US,Range,Girls Night Out Concept Range Likes And Dislikes,Refreshing skin freshness
US,Range,Girls Night Out Concept Range Likes And Dislikes,"The pinnacle of creativity, easy to use and high quality, I will definitely buy it"
US,Range,Girls Night Out Concept Range Likes And Dislikes,I really like the concept. It refreshes the skin on your night out.
US,Range,Girls Night Out Concept Range Likes And Dislikes,Seems like a package for girls trips only
US,Range,Girls Night Out Concept Range Likes And Dislikes,I think it's a great idea for girls who get all sweaty trying to have a good night out
US,Range,Girls Night Out Concept Range Likes And Dislikes,Great for girls that like to party
US,Range,Girls Night Out Concept Range Likes And Dislikes,Great idea
US,Range,Girls Night Out Concept Range Likes And Dislikes,The glitter and scents
US,Range,Girls Night Out Concept Range Likes And Dislikes,"I love it, I think it's a nice combination to have and I love how it's specially made for girls. I love shimmer and glitter and this looks like something id definitely hold an subscription on"
US,Range,Girls Night Out Concept Range Likes And Dislikes,Very good quality
US,Range,Girls Night Out Concept Range Likes And Dislikes,"I think they’re innovative products that suit a specific market, they’re affordable & useful."
US,Range,Girls Night Out Concept Range Likes And Dislikes,It's trustworthy and reliable
US,Range,Girls Night Out Concept Range Likes And Dislikes,I love it
US,Range,Girls Night Out Concept Range Likes And Dislikes,It's very good
US,Range,Girls Night Out Concept Range Likes And Dislikes,Cute
US,Range,Girls Night Out Concept Range Likes And Dislikes,"Love the ideas, not a fan of the execution. Without a scent/fragrance free option, you're excuding a large part of the market"
US,Range,Girls Night Out Concept Range Likes And Dislikes,i do not like the glitter at all
US,Range,Girls Night Out Concept Range Likes And Dislikes,Love the wide range of options. And how hydrating they are
US,Range,Girls Night Out Concept Range Likes And Dislikes,I think it’s a very trendy and fun way to celebrate women and girls of many ages and groups. It’s relatable and I like how youthful it feels while still being attainable
US,Range,Girls Night Out Concept Range Likes And Dislikes,It has a wide range and can be used but a lot of different people
US,Range,Girls Night Out Concept Range Likes And Dislikes,I want this immediately!! It is very needed out there
US,Range,Girls Night Out Concept Range Likes And Dislikes,I think it’s a cute line with a variety of products
US,Range,Girls Night Out Concept Range Likes And Dislikes,It's very interesting
US,Range,Girls Night Out Concept Range Likes And Dislikes,Don’t suit me
US,Range,Girls Night Out Concept Range Likes And Dislikes,it is marketed for a very young  crowd. a clubbing crowd
US,Range,Girls Night Out Concept Range Likes And Dislikes,I love it and would for sure give it a try
US,Range,Girls Night Out Concept Range Likes And Dislikes,Ok
US,Range,Girls Night Out Concept Range Likes And Dislikes,Good
US,Range,Girls Night Out Concept Range Likes And Dislikes,It is a good choice for me .
US,Range,Girls Night Out Concept Range Likes And Dislikes,"I’m not in love with the Cool Aid one, but that’s because I’m not sure if I’d personally use it."
US,Range,Girls Night Out Concept Range Likes And Dislikes,It is agood group that fits our needs
US,Range,Girls Night Out Concept Range Likes And Dislikes,It is highly trust and worthy
US,Range,Girls Night Out Concept Range Likes And Dislikes,Great day today love you too baby girl
US,Range,Girls Night Out Concept Range Likes And Dislikes,great
US,Range,Girls Night Out Concept Range Likes And Dislikes,Very good
US,Range,Girls Night Out Concept Range Likes And Dislikes,it's somewhat funny and fantastic
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,interesting idea
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,It looks great to try
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Unique
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,It is very good and perfect
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,I do not like them
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,i like how sexy the line seems to be
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Its unique and different
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Very inviting and luxurious
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Fun
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,positive
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Nothing
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,It's for women who like to show a lot of skin
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Intrigued
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,I think the name isn’t very fitting. Lingerie makes it seem unnecessarily sexy. But the products seem to be promising and something that mid-aged to younger women/men would find useful in their beauty routine!
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,I think it is a good group of products to put together.
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,I'm interested
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,I think is very amazing
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,I feel it’s great
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,"I think it's new and different from other brands, it makes me more interested to give it a try"
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,"I really like the concept of each, but i think the wordage could be a lot better. For example, ""blurrfect"" is somewhat a turnoff."
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,"The liquid lingerie Products Look would The liquid lingerie products seem to be perfect for me. I like the fact that It's a lotion, a Shimmer And Perfume all in one."
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,"Overall, I think it is a very cool idea, and I am especially interested in the glow and shimmer hand product if it genuinely can help help with reduced lines."
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,It appears to be premium and high quality
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,It looks natural and safe to use
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Definitely worth a try
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,"I think that some of the products are appealing, but some are hard to believe"
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Its for teenagers and people in their 20s or like older single childfree people or people whose jobs require them to look glamorous
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,I think its something new and different can't wait to try it!
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,I assume it is supposed to make you feel sexy
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,"It's somewhat adequate, but not essential"
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Its nice and different
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,It sounds like a great collection
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Liquid Lingerie
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,It's very special
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,It seems like a nice product. I would try it at least once.
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Very good
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Awesome !
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Good
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,"I don’t like the name Glow Gloves. It’s cheesy. I think the name could hurt the product. The company absolutely needs to change the name of it because it does not sound luxurious, it sounds like a product found at a dollar discount store or a product for kids."
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,"I would feel it's a waste of money and time applying. Unless you have extremely dull, dray and uneven skin tone. However, in those cases you would want to buy a good lotion to moisturize the skin or use bath oil when bathing. There are far better thing one can do to improve their natural radiance, like drink more water, having a healthy diet, exercise, making sure get proper sleep and taking vitamins."
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,"Exciting, fun, trustworthy brand"
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,It was perfect
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Univox and I have
US,Range,Liquid Lingerie Concept Range Likes And Dislikes,Interesting concepts but designed more for people who show off a lot of skin and not necessarily just for people who want to indulge in skincare and “me” time.
US,Range,Mission Possible Concept Range Likes And Dislikes,Good range
US,Range,Mission Possible Concept Range Likes And Dislikes,Good luck
US,Range,Mission Possible Concept Range Likes And Dislikes,Good luck and good like
US,Range,Mission Possible Concept Range Likes And Dislikes,Mission Possible
US,Range,Mission Possible Concept Range Likes And Dislikes,Good
US,Range,Mission Possible Concept Range Likes And Dislikes,"I think it is a great, cohesive concept. I would love to see the products offered as trial sized sold in a kit of all 3 products. I would definitely buy the travel sized kits and then purchase 1 or two full sized products based on which ones I like the best. I wish the one that’s advertised as “light jojoba oil” scent had a little bit more of a scent to it. I often buy products, especially lotions and oils, based off their scent."
US,Range,Mission Possible Concept Range Likes And Dislikes,I like where it’s heading and I hope to see the products on shelves soon
US,Range,Mission Possible Concept Range Likes And Dislikes,It's good
US,Range,Mission Possible Concept Range Likes And Dislikes,Looks good
US,Range,Mission Possible Concept Range Likes And Dislikes,They sound great and hoping they work
US,Range,Mission Possible Concept Range Likes And Dislikes,It’s not for everyone
US,Range,Mission Possible Concept Range Likes And Dislikes,It is an interesting idea for skincare and body care.
US,Range,Mission Possible Concept Range Likes And Dislikes,.
US,Range,Mission Possible Concept Range Likes And Dislikes,"Sounds good , question is does it really give the results it said? A lot of products say what they do but they don’t"
US,Range,Mission Possible Concept Range Likes And Dislikes,New and different and meets my needs
US,Range,Mission Possible Concept Range Likes And Dislikes,It's very good and nice
US,Range,Mission Possible Concept Range Likes And Dislikes,I thinks it’s a great mission for women
US,Range,Mission Possible Concept Range Likes And Dislikes,It's relevant to me and believable
US,Range,Mission Possible Concept Range Likes And Dislikes,I think that I would like to try the items.
US,Range,Mission Possible Concept Range Likes And Dislikes,Good major target points for women that have these flaws
US,Range,Mission Possible Concept Range Likes And Dislikes,It would be a skincare line I would be interested in trying
US,Range,Mission Possible Concept Range Likes And Dislikes,I think the products speak for themselves
US,Range,Mission Possible Concept Range Likes And Dislikes,I like how they address a variety of skincare concerns such as preventing aging
US,Range,Mission Possible Concept Range Likes And Dislikes,I think they have a great platform and I think the product seems great
